SubjectArea,Subject,Band,Unit,AreaofStudy,OutcomeCode,Outcome,OutcomeStudentType,OutcomeDescription,Type,Statement,ParentStatement,Level,Sequence
English,English,Year 12,Unit 3,Area of Study 1 - Reading and responding to texts,VCEE12AS13OKKE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,"Vocabulary, text structures and language features in a text used to construct meaning",,1,4
English,English,Year 12,Unit 3,Area of Study 1 - Reading and responding to texts,VCEE12AS13OKSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,Employ appropriate metalanguage,,1,4
English,English,Year 12,Unit 3,Area of Study 1 - Reading and responding to texts,VCEE12AS13OKKE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,"The historical context, and the social and cultural values in a text",,1,5
English,English,Year 12,Unit 3,Area of Study 1 - Reading and responding to texts,VCEE12AS13OKSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,Explore and analyse:,,1,5
English,English,Year 12,Unit 3,Area of Study 1 - Reading and responding to texts,VCEE12AS13OKKE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,"The features of analytical writing in response to a text, including the use of appropriate metalanguage",,1,6
English,English,Year 12,Unit 3,Area of Study 1 - Reading and responding to texts,VCEE12AS13OKSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,"The dynamics of a text including characters’ motivations, the tensions in relationships, the function of settings, the complexities of plot and the role of point of view",explore and analyse:,2,6
English,English,Year 12,Unit 3,Area of Study 1 - Reading and responding to texts,VCEE12AS13OKKE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,"The conventions of small group and whole class discussion, including ways of developing constructive interactions and building on ideas of others in discussion",,1,7
English,English,Year 12,Unit 3,Area of Study 1 - Reading and responding to texts,VCEE12AS13OKSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,"The ideas, concerns and conflicts in a text",explore and analyse:,2,7
English,English,Year 12,Unit 3,Area of Study 1 - Reading and responding to texts,VCEE12AS13OKKE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,Comprehension strategies to develop fluent listening,,1,8
English,English,Year 12,Unit 3,Area of Study 1 - Reading and responding to texts,VCEE12AS13OKSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Skills,"The historical context, and the social and cultural values in a text",explore and analyse:,2,8
English,English,Year 12,Unit 3,Area of Study 1 - Reading and responding to texts,VCEE12AS13OKKE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key Knowledge,The conventions of discussion and debate,,1,9
