Band,Subject,Unit,AreaofStudy,Code,Outcome,OutcomeStudentType,OutcomeDescription,Type,Statement,ParentStatement,Level,Sequence
Year 11,English,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,The award of satisfactory completion for a unit is based on whether the student has demonstrated the set of outcomes specified for the unit. Teachers should use a variety of learning activities and assessment tasks that provide a range of opportunities for students to demonstrate the key knowledge and key skills in the outcomes.,,1,13
Year 11,English,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"The areas of study, including the key knowledge and key skills listed for the outcomes, should be used for course design and the development of learning activities and assessment tasks. Assessment must be a part of the regular teaching and learning program and should be completed mainly in class and within a limited timeframe.",,1,14
Year 11,English,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"The areas of study, including the key knowledge and key skills listed for the outcomes, should be used for course design and the development of learning activities and assessment tasks. Assessment must be a part of the regular teaching and learning program and should be completed mainly in class and within a limited timeframe.",,1,14
Year 11,English,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,All assessments at Units 1 and 2 are school-based. Procedures for assessment of levels of achievement in Units 1 and 2 are a matter for school decision.,,1,15
Year 11,English,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,All assessments at Units 1 and 2 are school-based. Procedures for assessment of levels of achievement in Units 1 and 2 are a matter for school decision.,,1,15
Year 11,English,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,English students,,1,16
Year 11,English,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,English students,,1,16
Year 11,English,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,For this unit students are required to demonstrate two outcomes. As a set these outcomes encompass the areas of study in the unit.,,1,17
Year 11,English,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,For this unit students are required to demonstrate two outcomes. As a set these outcomes encompass the areas of study in the unit.,,1,17
Year 11,English,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Suitable tasks for assessment in this unit may be selected from the following:,,1,18
Year 11,English,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Suitable tasks for assessment in this unit may be selected from the following:,,1,18
Year 11,English,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,A personal response to a set text,,1,19
Year 11,English,Unit 1,Area of Study 2 - Crafting texts,VCEE11AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,A personal response to a set text,,1,19
